sample_name	Sample_or_Control	UCSD_split	birthplace	orig_seqrunid	date_startcollection	cohort	mouse_line	site_line	house_siteline	house_siteline_split_UCSD_Jax	house_siteline_UCSDJax	house_siteline_bcmJAX	dob	host_age	host_age_units	parity	cage	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_origid	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_real_33_77	CST_char	Longitudinal_basleine	GBS_study	FPVS	estrous
12502.BLANK2.8G	Control	library blank	BRF-II	12502.BLANK2.8G	7/12/19	pre2020_MOMI_ReRun	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	-c	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK2.8G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK2.8H	Control	library blank	BRF-II	12502.BLANK2.8H	7/12/19	pre2020_MOMI_ReRun	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	-c	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK2.8H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK2.9F	Control	library blank	BRF-II	12502.BLANK2.9F	7/12/19	pre2020_MOMI_ReRun	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	-c	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK2.9F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK2.9G	Control	library blank	BRF-II	12502.BLANK2.9G	7/12/19	pre2020_MOMI_ReRun	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	-c	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK2.9G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK2.9H	Control	library blank	BRF-II	12502.BLANK2.9H	7/12/19	pre2020_MOMI_ReRun	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	-c	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK2.9H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10B	Control	library blank	BRF-II	12502.BLANK3.10B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10C	Control	library blank	BRF-II	12502.BLANK3.10C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10D	Control	library blank	BRF-II	12502.BLANK3.10D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10E	Control	library blank	BRF-II	12502.BLANK3.10E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10F	Control	library blank	BRF-II	12502.BLANK3.10F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10G	Control	library blank	BRF-II	12502.BLANK3.10G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.10H	Control	library blank	BRF-II	12502.BLANK3.10H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.10H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11B	Control	library blank	BRF-II	12502.BLANK3.11B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11C	Control	library blank	BRF-II	12502.BLANK3.11C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11D	Control	library blank	BRF-II	12502.BLANK3.11D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11E	Control	library blank	BRF-II	12502.BLANK3.11E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11F	Control	library blank	BRF-II	12502.BLANK3.11F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11G	Control	library blank	BRF-II	12502.BLANK3.11G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.11H	Control	library blank	BRF-II	12502.BLANK3.11H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.11H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12B	Control	library blank	BRF-II	12502.BLANK3.12B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12C	Control	library blank	BRF-II	12502.BLANK3.12C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12D	Control	library blank	BRF-II	12502.BLANK3.12D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12E	Control	library blank	BRF-II	12502.BLANK3.12E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12F	Control	library blank	BRF-II	12502.BLANK3.12F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12G	Control	library blank	BRF-II	12502.BLANK3.12G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.12H	Control	library blank	BRF-II	12502.BLANK3.12H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.12H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.1C	Control	library blank	BRF-II	12502.BLANK3.1C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.1C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.1D	Control	library blank	BRF-II	12502.BLANK3.1D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.1D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.1E	Control	library blank	BRF-II	12502.BLANK3.1E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.1E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.1F	Control	library blank	BRF-II	12502.BLANK3.1F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.1F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.1G	Control	library blank	BRF-II	12502.BLANK3.1G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.1G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.1H	Control	library blank	BRF-II	12502.BLANK3.1H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.1H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.2C	Control	library blank	BRF-II	12502.BLANK3.2C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.2C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.2D	Control	library blank	BRF-II	12502.BLANK3.2D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.2D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.2E	Control	library blank	BRF-II	12502.BLANK3.2E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.2E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.2F	Control	library blank	BRF-II	12502.BLANK3.2F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.2F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.2G	Control	library blank	BRF-II	12502.BLANK3.2G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.2G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.2H	Control	library blank	BRF-II	12502.BLANK3.2H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.2H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3B	Control	library blank	BRF-II	12502.BLANK3.3B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3C	Control	library blank	BRF-II	12502.BLANK3.3C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3D	Control	library blank	BRF-II	12502.BLANK3.3D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3E	Control	library blank	BRF-II	12502.BLANK3.3E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3F	Control	library blank	BRF-II	12502.BLANK3.3F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3G	Control	library blank	BRF-II	12502.BLANK3.3G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.3H	Control	library blank	BRF-II	12502.BLANK3.3H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.3H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.4B	Control	library blank	BRF-II	12502.BLANK3.4B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.4C	Control	library blank	BRF-II	12502.BLANK3.4C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.4D	Control	library blank	BRF-II	12502.BLANK3.4D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
