sample_name	birthplace	date_startcollection	cohort	mouse_line	site_line	host_age	host_age_units	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	study_topic	vivarium	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_categorical
HMBpt2d6m08	BCM	2/7/22	2022FebA	HMB	BCM_HMB	6371.285714	weeks	e	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB08b	proestrus	ProLo	ProLoTransition	mix1	Estrogen	6	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl94	adult	Mus musculus	2	II
HMBpt2d6m09	BCM	2/7/22	2022FebA	HMB	BCM_HMB	6371.285714	weeks	e	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB09b	diestrus	ProgHi	ProLoTransition	mix2	none	6	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl93	adult	Mus musculus	4	IV
HMBpt2d6m10	BCM	2/7/22	2022FebA	HMB	BCM_HMB	6371.285714	weeks	e	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10b	metestrus	ProgHi	ProgHiTransition	mix1	none	6	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl92	adult	Mus musculus	3	III
HMBpt2d6m11	BCM	2/7/22	2022FebA	HMB	BCM_HMB	6371.285714	weeks	e	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB11b	estrus	ProLo	ProgHiTransition	mix2	none	6	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl91	adult	Mus musculus	5	V
HMBpt2d6m12	BCM	2/7/22	2022FebA	HMB	BCM_HMB	6371.285714	weeks	e	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB12b	proestrus	ProLo	ProLoTransition	mix1	Estrogen	6	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl90	adult	Mus musculus	4	IV
HMBpt2Blank	BCM		2022FebA				weeks	e	blank	blank	PBS swab	blank_blank									None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
KitBlank	BCM		2022FebB				weeks	f	blank	blank	kit blank	blank_blank									None									HMB_GBSchallenge	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
01GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3714	01b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl87	adult	Mus musculus	2	II
02GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3715	02b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl86	adult	Mus musculus	2	II
03GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3716	03b						0	GBS								Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl85	adult	Mus musculus	4	IV
04GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3721	04b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl84	adult	Mus musculus	4	IV
05GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3722	05b						0	GBS								Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl83	adult	Mus musculus	3	III
06GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3723	06b						0	GBS								Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl82	adult	Mus musculus	5	V
07GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3733	07b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl81	adult	Mus musculus	4	IV
08GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3734	08b						0	GBS								Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl80	adult	Mus musculus	2	II
09GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3741	09b						0	GBS								Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl79	adult	Mus musculus	4	IV
10GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3745	10b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl78	adult	Mus musculus	4	IV
11GBSd0	BCM	2/9/22	2022FebB	HMB	BCM_HMB	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3749	11b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl77	adult	Mus musculus	5	V
13GBSd0	BCM	2/9/22	2022FebB	HVM	BCM_HVM	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		13b						0	GBS									HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl76	adult	Mus musculus	0	0
14GBSd0	BCM	2/9/22	2022FebB	HVM	BCM_HVM	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		14b						0	GBS									HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl75	adult	Mus musculus	0	0
15GBSd0	BCM	2/9/22	2022FebB	HVM	BCM_HVM	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		15b						0	GBS									HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl74	adult	Mus musculus	0	0
16GBSd0	BCM	2/9/22	2022FebB	HVM	BCM_HVM	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		16b						0	GBS									HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl73	adult	Mus musculus	0	0
17GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		17b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl72	adult	Mus musculus	0	0
18GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		18b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl71	adult	Mus musculus	0	0
19GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		19b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl70	adult	Mus musculus	0	0
20GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		20b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl69	adult	Mus musculus	0	0
21GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		21b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl68	adult	Mus musculus	0	0
22GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		22b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl67	adult	Mus musculus	0	0
23GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		23b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl66	adult	Mus musculus	0	0
24GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		24b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl65	adult	Mus musculus	0	0
25GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		25b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl64	adult	Mus musculus	0	0
26GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		26b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl63	adult	Mus musculus	0	0
27GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		27b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl62	adult	Mus musculus	0	0
28GBSd0	BCM	2/9/22	2022FebB	Conventional	BCM_Conventional	6371.571429	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		28b						0	GBS								Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl61	adult	Mus musculus	0	0
BlankGBSd0	BCM	2/9/22	2022FebB			6371.571429	weeks	f	blank	blank	PBS swab	blank_blank								0	None									HMB_GBSchallenge	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
01GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3714	01b						1	GBS	1100000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl59	adult	Mus musculus	2	II
02GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3715	02b						1	GBS	280000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl58	adult	Mus musculus	2	II
03GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3716	03b						1	GBS	5950000				Colonized			Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl57	adult	Mus musculus	4	IV
04GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3721	04b						1	GBS	3550000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl56	adult	Mus musculus	4	IV
05GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3722	05b						1	GBS	1300000				Colonized			Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl55	adult	Mus musculus	3	III
07GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3733	07b						1	GBS	1450000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl54	adult	Mus musculus	4	IV
08GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3734	08b						1	GBS	45500				Colonized			Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl53	adult	Mus musculus	2	II
09GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3741	09b						1	GBS	380000				Colonized			Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl52	adult	Mus musculus	4	IV
10GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3745	10b						1	GBS	1850000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl51	adult	Mus musculus	4	IV
11GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3749	11b						1	GBS	2650000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl50	adult	Mus musculus	5	V
12GBSd1	BCM	2/10/22	2022FebB	HMB	BCM_HMB	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3735	12b						1	GBS	185000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl49	adult	Mus musculus	0	0
13GBSd1	BCM	2/10/22	2022FebB	HVM	BCM_HVM	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		13b						1	GBS	1400000				Colonized				HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl48	adult	Mus musculus	0	0
14GBSd1	BCM	2/10/22	2022FebB	HVM	BCM_HVM	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		14b						1	GBS	1800000				Colonized				HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl47	adult	Mus musculus	0	0
15GBSd1	BCM	2/10/22	2022FebB	HVM	BCM_HVM	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		15b						1	GBS	1700000				Colonized				HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl46	adult	Mus musculus	0	0
16GBSd1	BCM	2/10/22	2022FebB	HVM	BCM_HVM	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		16b						1	GBS	0				Clear				HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl45	adult	Mus musculus	0	0
17GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		17b						1	GBS	2600000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl44	adult	Mus musculus	0	0
18GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		18b						1	GBS	360000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl43	adult	Mus musculus	0	0
19GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		19b						1	GBS	2200000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl42	adult	Mus musculus	0	0
20GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		20b						1	GBS	2000000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl41	adult	Mus musculus	0	0
21GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		21b						1	GBS	395000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl40	adult	Mus musculus	0	0
23GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		23b						1	GBS	240000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl39	adult	Mus musculus	0	0
24GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		24b						1	GBS	1900000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl38	adult	Mus musculus	0	0
26GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		26b						1	GBS	2400000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl37	adult	Mus musculus	0	0
27GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		27b						1	GBS	1900000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl36	adult	Mus musculus	0	0
28GBSd1	BCM	2/10/22	2022FebB	Conventional	BCM_Conventional	6371.714286	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		28b						1	GBS	520000				Colonized			Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl35	adult	Mus musculus	0	0
01GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3714	01b						3	GBS	1730000	149122807	31847133.76	447470.8171		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl34	adult	Mus musculus	2	II
02GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3715	02b						3	GBS	180000	5949656.751	11518987.34	320088.3002		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl33	adult	Mus musculus	2	II
03GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3716	03b						3	GBS	380000	15151515.15	22244897.96	0		Colonized		Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl32	adult	Mus musculus	4	IV
04GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3721	04b						3	GBS	310000					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl31	adult	Mus musculus	4	IV
05GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3722	05b						3	GBS	20500					Colonized		Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl30	adult	Mus musculus	3	III
06GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3723	06b						3	GBS	0					Clear		Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl29	adult	Mus musculus	5	V
07GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3733	07b						3	GBS	2850000					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl28	adult	Mus musculus	4	IV
08GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3734	08b						3	GBS	4950					Colonized		Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl27	adult	Mus musculus	2	II
09GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3741	09b						3	GBS	64000					Colonized		Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl26	adult	Mus musculus	4	IV
10GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3745	10b						3	GBS	655000	5585106.383	12578616.35	20072.9927		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl25	adult	Mus musculus	4	IV
11GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3749	11b						3	GBS	580000	619834.7107	2722222.222	722.5433526		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl24	adult	Mus musculus	5	V
12GBSd3	BCM	2/12/22	2022FebB	HMB	BCM_HMB	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC3735	12b						3	GBS	2150000	42105263.16	22831050.23	433746.4252		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl23	adult	Mus musculus	0	0
13GBSd3	BCM	2/12/22	2022FebB	HVM	BCM_HVM	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		13b						3	GBS	0					Clear			HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl22	adult	Mus musculus	0	0
14GBSd3	BCM	2/12/22	2022FebB	HVM	BCM_HVM	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		14b						3	GBS	435000					Colonized			HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl21	adult	Mus musculus	0	0
15GBSd3	BCM	2/12/22	2022FebB	HVM	BCM_HVM	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		15b						3	GBS	805000					Colonized			HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl20	adult	Mus musculus	0	0
16GBSd3	BCM	2/12/22	2022FebB	HVM	BCM_HVM	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	HVM_vaginal tract		16b						3	GBS	0					Clear			HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl19	adult	Mus musculus	0	0
17GBSd3	BCM	2/12/22	2022FebB	Conventional	BCM_Conventional	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		17b						3	GBS	645000	11098130.84	34426229.51	597826.087		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl18	adult	Mus musculus	0	0
18GBSd3	BCM	2/12/22	2022FebB	Conventional	BCM_Conventional	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		18b						3	GBS	9300000	28115501.52	0	27966.10169		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl17	adult	Mus musculus	0	0
19GBSd3	BCM	2/12/22	2022FebB	Conventional	BCM_Conventional	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		19b						3	GBS	325000	1695583.596	3741496.599	43650.79365		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl16	adult	Mus musculus	0	0
20GBSd3	BCM	2/12/22	2022FebB	Conventional	BCM_Conventional	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		20b						3	GBS	5050000	18813131.31	35031847.13	18881.11888		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl15	adult	Mus musculus	0	0
21GBSd3	BCM	2/12/22	2022FebB	Conventional	BCM_Conventional	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		21b						3	GBS	68000	3384615.385	4255319.149	1392251.816		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl14	adult	Mus musculus	0	0
22GBSd3	BCM	2/12/22	2022FebB	Conventional	BCM_Conventional	6372	weeks	f	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		22b						3	GBS	1750000	45555555.56	34313725.49	1493305.87		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl13	adult	Mus musculus	0	0
